OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,PropertyType,MlsStatus,ElementarySchool,ListAgentFirstName,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,DaysOnMarket,StreetNumberNumeric,LivingArea,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,Longitude,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,Latitude,ListPrice,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,ListAgentLastName,CloseDate,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,BuyerOfficeName,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,UnparsedAddress
3900.0,1153768952,,,Christine,Epstein,34.157292,-118.807886,73 Via Colinas,ResidentialLease,1153.0,3900.0,0,"Engel & Voelkers, Westlake Village",,,Christine Epstein,,,,,,,,,1153768952,WV - Westlake Village,,Ventura,ResidentialLease,Active,,Christine,,1.0,,Condominium,0.0265,,,1985,0,73,1153.0,226000910,2,Thousand Oaks,,,2,2026-02-27,-118.807886,,,,2026-02-27,,,34.157292,3900.0,CA,,,False,,,,Epstein,,,1153.0,,,1.0,,91362,,,1153.0,,73 Via Colinas
218000.0,1153768951,,,April,Bryant,34.119206,-116.417634,7380 Dumosa,Residential,1170.0,218000.0,13,Tri-Valley Realty,,,April Bryant,,,,,,,,,1153768951,DC521 - Central West,,San Bernardino,Residential,Pending,,April,True,2.0,,SingleFamilyResidence,0.427,,,1971,13,7380,1170.0,JT26043983,2,Yucca Valley,,,2,2026-03-12,-116.417634,,,2026-03-12,2026-02-27,,,34.119206,218000.0,CA,,La Contenta,True,1,,One,Bryant,,,18600.0,2,False,2.0,Morongo Unified,92284,,0.0,18600.0,,7380 Dumosa
730000.0,1153768950,,,Jorge,del Cid,33.859287,-116.52596,1840 E Joyce,Residential,1584.0,715000.0,21,Sync Brokerage Inc.,,,Jorge del Cid,,,,,,,,,1153768950,331 - North End Palm Springs,,Riverside,Residential,Active,,Jorge,True,2.0,,SingleFamilyResidence,0.32,Desert Park Estates (33103),,1973,21,1840,1584.0,SR26043998,2,Palm Springs,,,4,2026-02-26,-116.52596,,,,2026-02-26,,,33.859287,715000.0,CA,,,False,1,,One,del Cid,,,13939.0,4,False,2.0,Palm Springs Unified,92262,,0.0,13939.0,,1840 E Joyce
3095.0,1153768949,,,Casey,Overholt,34.113699,-117.533501,12447 Canal Drive 2,ResidentialLease,1458.0,2995.0,24,ALLIED PACIFIC PROPERTY MGMT.,,,Casey Overholt,,,,,,,,,1153768949,688 - Rancho Cucamonga,,San Bernardino,ResidentialLease,Active,,Casey,True,2.0,,Condominium,0.0335,,,2007,24,12447,1458.0,IG26043997,3,Rancho Cucamonga,,,2,2026-02-27,-117.533501,,,,2026-02-27,,,34.113699,2995.0,CA,,,True,,,ThreeOrMore,Overholt,,,1458.0,0,False,2.0,Chaffey Joint Union High,91739,,,1458.0,,12447 Canal Drive 2
850000.0,1153768948,,,Louis,Camarena,34.014881,-118.179696,1362 South Downey Road,Residential,1427.0,828000.0,21,THE brokeredge,,,Louis Camarena,,,,,,,,,1153768948,BOYH - Boyle Heights,,Los Angeles,Residential,Active,,Louis,False,1.0,,SingleFamilyResidence,0.1217,,,1922,21,1362,1427.0,PW26034473,2,Los Angeles,,,4,2026-02-26,-118.179696,,,,2026-02-26,,,34.014881,828000.0,CA,,Griffith,True,1,Garfield,One,Camarena,,,5303.0,3,False,1.0,Los Angeles Unified,90023,,0.0,5303.0,,1362 South Downey Road
890000.0,1153768947,2026-02-27,890000.0,Alberto A,Romero Meza,33.843949,-118.308886,20526 S Western,ResidentialIncome,,890000.0,0,Good Opportunity Company Inc.,Good Opportunity Company Inc.,,Alberto A Romero Meza,,,yromealb,Alberto A,Romero Meza,,,,1153768947,129 - South Torrance,,Los Angeles,ResidentialIncome,Closed,,Alberto A,,6.0,,Quadruplex,0.1435,,Downey,1953,0,20526,,DW26043770,,Torrance,,4273.0,,2026-02-27,-118.308886,,,2026-02-27,2026-02-27,,,33.843949,890000.0,CA,,,,,,,Romero Meza,2026-02-27,,6251.0,,False,2.0,,90501,Good Opportunity Company Inc.,,6251.0,,20526 S Western
1950000.0,1153768546,,,Richard,Burton,34.009056,-118.472353,1212 Ocean Park Boulevard 16,Residential,2292.0,1950000.0,20,Compass,,,Richard Burton,,,,,,,Monthly,,1153768546,C14 - Santa Monica,,Los Angeles,Residential,Active,,Richard,,2.0,,Condominium,0.6184,,,1996,20,1212,2292.0,26656113,2,Santa Monica,,2292.0,2,2026-02-27,-118.472353,,,,2026-02-27,,,34.009056,1950000.0,CA,,,True,2,,Two,Burton,,,26937.0,,False,2.0,,90405,,930.29,26937.0,,1212 Ocean Park Boulevard 16
11995.0,1153768545,,,Ikem T.,Chukumerije,34.13181,-118.33892,3490 Wonder View Place,ResidentialLease,2507.0,11995.0,8,IKEM,,,Ikem T. Chukumerije,,,,,,,,,1153768545,C30 - Hollywood Hills East,,Los Angeles,ResidentialLease,Active,,Ikem T.,True,4.0,,SingleFamilyResidence,0.1724,,,1950,8,3490,2507.0,26657781,3,Los Angeles,,2507.0,3,2026-02-27,-118.33892,,,,2026-02-27,,,34.13181,11995.0,CA,,,True,2,,Two,Chukumerije,,,7511.0,,False,,,90068,,,7511.0,,3490 Wonder View Place
549000.0,1153768544,,,Oliver,Moussazadeh,34.044149,-117.468346,11504 Bell Tower Drive,Residential,1585.0,549000.0,7,"Revilo Realty, Inc.",,,Oliver Moussazadeh,,,,,,,,,1153768544,264 - Fontana,,San Bernardino,Residential,ActiveUnderContract,,Oliver,True,3.0,,SingleFamilyResidence,0.0826,,,1989,7,11504,1585.0,26657769,3,Fontana,,1585.0,3,2026-03-06,-117.468346,,,2026-03-06,2026-02-27,,,34.044149,549000.0,CA,,,True,2,,Two,Moussazadeh,,,3600.0,,False,,,92337,,,3600.0,,11504 Bell Tower Drive
3500.0,1153768543,,,Omid,Torkian,33.962065,-118.269829,263 E 84th Place,ResidentialLease,1450.0,3500.0,8,Robert Mobasseri,,,Omid Torkian,,,,,,,,,1153768543,C37 - Metropolitan South,,Los Angeles,ResidentialLease,Active,,Omid,,0.0,,Condominium,0.1214,,,1961,8,263,1450.0,26657775,1,Los Angeles,,1450.0,4,2026-02-27,-118.269829,,,,2026-02-27,,,33.962065,3500.0,CA,,,False,1,,One,Torkian,,,5290.0,,False,,,90003,,,5290.0,,263 E 84th Place
1495000.0,1153768541,,,Tony,English,33.553753,-117.682735,25631 Hampton,Residential,2418.0,1495000.0,3,English Realty,,,Tony English,,,,,,,Monthly,,1153768541,LNSEA - Sea Country,,Orange,Residential,ActiveUnderContract,,Tony,True,3.0,,SingleFamilyResidence,0.1423,Rolling Hills Fieldstone (RHF),,1981,3,25631,2418.0,OC26043989,2,Laguna Niguel,,,4,2026-03-02,-117.682735,,,2026-03-02,2026-02-27,,,33.553753,1495000.0,CA,,,True,1,,One,English,,,6200.0,3,False,3.0,Capistrano Unified,92677,,296.0,6200.0,,25631 Hampton
245000.0,1153768540,,,Michael,Moreno,35.405625,-118.834218,5608 Via Venezia,Land,,245000.0,0,Equity Union,,,Michael Moreno,,,,,,,Monthly,,1153768540,BKSF - Bakersfield,,Kern,Land,Active,,Michael,,,,,0.34,,,,0,5608,,SR26043990,,Bakersfield,,,,2026-02-25,-118.834218,,,,2026-02-25,,,35.405625,245000.0,CA,,,,,,,Moreno,,,14810.0,,False,,,93306,,250.0,14810.0,,5608 Via Venezia
2350.0,1153768075,,,Rusty,Hannum,33.14166215,-117.04598245,417 N Citrus Ave 29,ResidentialLease,900.0,2295.0,13,"Zia Properties, Inc.",,,Rusty Hannum,,,,,,,,,1153768075,92027 - Escondido,,San Diego,ResidentialLease,Active,,Rusty,,2.0,,Apartment,,,,1984,13,417,900.0,260004680SD,2,Escondido,,,2,2026-02-27,-117.04598245,,,,2026-02-27,,,33.14166215,2295.0,CA,,,False,2,,Two,Hannum,,,,,,0.0,,92027,,0.0,,,417 N Citrus Ave 29
999900.0,1153767713,,,Colette,Cleaves,38.034242,-122.268262,511 3Rd St,ResidentialIncome,,999900.0,18,Corcoran Icon Properties,,,Colette Cleaves,,,,,,,,,1153767713,,,Contra Costa,ResidentialIncome,Active,,Colette,,5.0,,,0.1722,None,,1934,18,511,,41125475,0,Rodeo,,,,2026-02-27,-122.268262,,,,2026-02-27,,,38.034242,999900.0,CA,,,,,,,Cleaves,,,7500.0,,,,,94572,,0.0,7500.0,,511 3Rd St
2500.0,1153766719,,,Candice,Blair,33.545538,-117.785518,215 Monterey Studio,ResidentialLease,374.0,2500.0,12,Niguel Point Properties,,Niguel Point Properties,Candice Blair,Derek,Gray,,,,,,,1153766719,NL - North Laguna,,Orange,ResidentialLease,Active,El Morro,Candice,,0.0,,Studio,,North Laguna (NL),,1937,12,215,374.0,OC26036538,1,Laguna Beach,,,0,2026-02-27,-117.785518,,,,2026-02-27,,,33.545538,2500.0,CA,,Thurston,False,1,Laguna Beach,One,Blair,,,,0,False,0.0,Laguna Beach Unified,92651,,0.0,,,215 Monterey Studio
4500.0,1153766717,,,Kathy,Taherian,33.692366,-117.820608,1415 Abelia,ResidentialLease,1523.0,4500.0,10,Coldwell Banker Realty,,,Kathy Taherian,,,,,,,,,1153766717,CG - Columbus Grove,,Orange,ResidentialLease,Active,,Kathy,True,2.0,,Condominium,0.679,Savannah (SAVA),,2006,10,1415,1523.0,OC26043376,3,Irvine,,,3,2026-02-27,-117.820608,,,,2026-02-27,,,33.692366,4500.0,CA,,,False,,,ThreeOrMore,Taherian,,,29578.0,1,False,2.0,Irvine Unified,92606,,,29578.0,,1415 Abelia
3250000.0,1153766715,,,Oliver,Thornton,34.08341,-118.487312,1510 N Tigertail Road,Land,,3250000.0,8,Hollywood Estates,,Hollywood Estates,Oliver Thornton,RC,Thornton,,,,,,,1153766715,C06 - Brentwood,,Los Angeles,Land,Active,,Oliver,,0.0,,,0.5207,,,,8,1510,,26637467,0,Los Angeles,,,,2026-02-27,-118.487312,,,,2026-02-27,,,34.08341,3250000.0,CA,,,,,,,Thornton,,,22680.0,,False,,,90049,,,22680.0,,1510 N Tigertail Road
3350000.0,1153766714,,,Bill,Ruane,33.920564,-118.424178,355 Hillcrest Street,Residential,2940.0,3350000.0,15,Estate Properties,,,Bill Ruane,,,,,,,,,1153766714,141 - El Segundo,,Los Angeles,Residential,Active,,Bill,True,2.0,,SingleFamilyResidence,0.1587,,,1963,15,355,2940.0,SB26013289,3,El Segundo,,,5,2026-02-11,-118.424178,,,,2026-02-11,,,33.920564,3350000.0,CA,,,True,2,,Two,Ruane,,,6911.0,3,False,2.0,El Segundo Unified,90245,,0.0,6911.0,,355 Hillcrest Street
37500.0,1153766690,,,Ann,Trussell,34.715019,-118.266778,0 77th W Avenue H,Land,,37500.0,6,HomeBased Realty,,,Ann Trussell,,,,,,,,,1153766690,LAC - Lancaster,,Los Angeles,Land,Active,,Ann,,,,,2.5077,,,,6,0,,SR26041230,,Lancaster,,,,2026-02-27,-118.266778,,,,2026-02-27,,,34.715019,37500.0,CA,,,,,,,Trussell,,165 X 660,109237.0,,False,,,93536,,0.0,109237.0,,0 77th W Avenue H
999999.0,1153766689,,,Jaime,Sutachan,34.026716,-118.145128,5720 E Beverly,CommercialSale,,999999.0,0,"South Bay Executive Realty, Inc.",,,Jaime Sutachan,,,,,,,,,1153766689,ELA - East Los Angeles,,Los Angeles,CommercialSale,Active,,Jaime,,,,MixedUse,0.0527,,,1948,0,5720,,SB26043978,,East Los Angeles,,1608.0,,2026-02-27,-118.145128,,,,2026-02-27,,,34.026716,999999.0,CA,,,,,,,Sutachan,,,2294.0,,,,,90022,,,2294.0,,5720 E Beverly
1020000.0,1153766250,2026-02-25,1020000.0,Pamela,Adamson,33.122185,-117.205522,1470 La Linda Drive,Residential,1763.0,1020000.0,0,"eXp Realty of California, Inc","eXp Realty of California, Inc",,Pamela Adamson,,,116027,Mary,Simmons-Maloney,,,,1153766250,92078 - San Marcos,,San Diego,Residential,Closed,,Pamela,True,2.0,,SingleFamilyResidence,0.09,,NorthSanDiegoCounty,1965,0,1470,1763.0,NDP2601917,2,San Marcos,,,2,2026-02-25,-117.205522,,,2026-02-14,2026-02-14,,,33.122185,1020000.0,CA,,,True,1,,One,Adamson,2026-02-25,,0.09,,,2.0,San Marcos Unified,92078,"eXp Realty of California, Inc",0.0,3920.4,,1470 La Linda Drive
2250000.0,1153766249,,,Maxwell,Brown,32.748281,-117.087395,3854 50th Street,ResidentialIncome,,2250000.0,1,Commercial Asset Advisors,,,Maxwell Brown,,,,,,,,,1153766249,92105 - East San Diego,,San Diego,ResidentialIncome,Active,,Maxwell,,0.0,,,0.2958,,,1980,1,3854,,PTP2601533,0,San Diego,,5696.0,,2026-02-25,-117.087395,,,,2026-02-25,,,32.748281,2250000.0,CA,,,False,,,,Brown,,,12885.0,,,0.0,,92105,,0.0,12885.0,,3854 50th Street
680000.0,1153765394,,,SANDRA,ESCUDERO,33.883697,-117.50192,3565 Dixie,Residential,1488.0,680000.0,6,KELLER WILLIAMS REALTY,,Keller Williams High Desert,SANDRA ESCUDERO,Manuel,Lomelin,,,,,,,1153765394,252 - Riverside,,Riverside,Residential,Pending,,SANDRA,True,2.0,,SingleFamilyResidence,0.17,,,1965,6,3565,1488.0,IG26040953,2,Riverside,,,4,2026-03-05,-117.50192,,,2026-03-05,2026-02-23,,,33.883697,680000.0,CA,,,True,1,,One,ESCUDERO,,,7405.0,4,False,2.0,Riverside Unified,92503,,0.0,7405.0,,3565 Dixie
729999.0,1153765393,,,Laura,Chavez,34.025387,-118.173635,708 S Eastern Avenue,Residential,1444.0,729999.0,3,BERKSHIRE HATH HM SVCS CA PROP,,,Laura Chavez,,,,,,,,,1153765393,699 - Not Defined,,Los Angeles,Residential,Active,,Laura,,0.0,,Duplex,0.1321,,,1902,3,708,1444.0,CV26043973,2,Los Angeles,,,4,2026-02-26,-118.173635,,,,2026-02-26,,,34.025387,729999.0,CA,,,False,1,,One,Chavez,,,5753.0,4,False,0.0,Los Angeles Unified,90022,,0.0,5753.0,,708 S Eastern Avenue
845000.0,1153765392,,,JIAYU,LIN,33.864824,-117.999149,7692 9th Street 105,Residential,1596.0,845000.0,4,ASPIRE HOMES,,"Circa Properties, Inc.",JIAYU LIN,Jenna,Han,,,,,Monthly,,1153765392,82 - Buena Park,,Orange,Residential,ActiveUnderContract,,JIAYU,True,2.0,,Townhouse,,N/A,,2026,4,7692,1596.0,IV26043755,3,Buena Park,,,3,2026-03-02,-117.999149,,,2026-03-02,2026-02-27,,,33.864824,845000.0,CA,,Buena Park,False,,,ThreeOrMore,LIN,,,,0,True,2.0,Fullerton Joint Union High,90621,,275.0,,,7692 9th Street 105
900000.0,1153764776,,,Venus,Martinez,33.910855,-118.312879,13312 Gramercy,Residential,1632.0,900000.0,20,Redfin Corporation,,,Venus Martinez,,,,,,,,,1153764776,114 - Hollypark,,Los Angeles,Residential,ActiveUnderContract,,Venus,,0.0,,SingleFamilyResidence,0.1218,,,1956,20,13312,1632.0,SB26030175,2,Gardena,,,4,2026-03-16,-118.312879,,,2026-03-16,2026-02-25,,,33.910855,900000.0,CA,,,True,1,,One,Martinez,,,5305.0,3,False,0.0,Los Angeles Unified,90249,,0.0,5305.0,,13312 Gramercy
1450000.0,1153764775,,,Sharon,Zhao,37.38889972,-121.82438146,4145 Golf Drive,Residential,1372.0,1450000.0,10,StarSky Realty Inc,,,Sharon Zhao,,,,,,,,,1153764775,699 - Not Defined,,Santa Clara,Residential,Active,,Sharon,True,2.0,,SingleFamilyResidence,0.1967,,,1954,10,4145,1372.0,ML82036632,1,San Jose,,,3,2026-02-27,-121.82438146,,,,2026-02-27,,,37.38889972,1450000.0,CA,,,True,,,,Zhao,,,8568.0,,False,2.0,Other,95127,,,8568.0,,4145 Golf Drive
685000.0,1153764774,2026-03-24,686000.0,Monica,Figueroa,36.43739478,-121.31229145,1311 San Antonio,Residential,1459.0,685000.0,3,Berkshire Hathaway HS Real Time Realty,Remax Property Experts,,Monica Figueroa,,,ML5089383,Victor,Marquez Marmolejo,,,,1153764774,699 - Not Defined,,Monterey,Residential,Closed,,Monica,True,2.0,,SingleFamilyResidence,0.1241,,Mlslistings,2018,3,1311,1459.0,ML82036631,2,Soledad,,,3,2026-03-24,-121.31229145,,,2026-03-02,2026-02-27,,,36.43739478,685000.0,CA,,,False,,,,Figueroa,2026-03-24,,5407.0,,False,2.0,Other,93960,Remax Property Experts,,5407.0,,1311 San Antonio
2085000.0,1153764773,,,Marcus Kiwi,Gualter,33.64435,-117.80606,28 Brigmore Aisle,Residential,2547.0,2085000.0,21,Coldwell Banker Realty,,,Marcus Kiwi Gualter,,,,,,,Monthly,,1153764773,TR - Turtle Rock,,Orange,Residential,Active,Bonita Canyon,Marcus Kiwi,True,2.0,Standard Pacific,Condominium,0.5635,Summit Towne Collection (TST),,1990,21,28,2547.0,NP26005872,4,Irvine,,,3,2026-02-26,-117.80606,,,,2026-02-26,,,33.64435,2085000.0,CA,,Rancho San Joaquin,True,2,University,Two,Gualter,,,24546.0,0,False,2.0,Irvine Unified,92603,,565.0,24546.0,,28 Brigmore Aisle
2750000.0,1153764772,2026-04-07,,Sue,Nystrom-Walsh,37.38327777,-122.23960947,16 Tynan Way,Residential,1960.0,2750000.0,6,Compass,,Compass,Sue Nystrom-Walsh,Silke,Stearns,,,,,,,1153764772,699 - Not Defined,,San Mateo,Residential,Pending,,Sue,True,2.0,,SingleFamilyResidence,0.1377,,,1930,6,16,1960.0,ML82032072,2,Portola Valley,,,3,2026-03-05,-122.23960947,,,2026-03-05,2026-02-27,,,37.38327777,2750000.0,CA,,,True,,,,Nystrom-Walsh,2026-04-07,,6000.0,,False,1.0,Other,94028,,,6000.0,,16 Tynan Way
2800.0,1153764771,,,EDWARD,LIN,34.027155,-118.290479,1246 W 30th Street,ResidentialLease,800.0,2800.0,0,TOP CITY REALTY & INVESTMENT,,,EDWARD LIN,,,,,,,,,1153764771,C13 - Palms - Mar Vista,,Los Angeles,ResidentialLease,Active,,EDWARD,True,2.0,,Apartment,0.792,,,1991,0,1246,800.0,WS26043975,2,Los Angeles,,,2,2026-02-27,-118.290479,,,,2026-02-27,,,34.027155,2800.0,CA,,,False,1,,One,LIN,,,34500.0,1,False,2.0,Los Angeles Unified,90007,,0.0,34500.0,,1246 W 30th Street
749900.0,1153764770,,,Jackie,Kincer,33.834132,-117.940088,1649 W Lincoln 105,Residential,1562.0,749900.0,1,Kincer Realty,,,Jackie Kincer,,,,,,,Monthly,,1153764770,79 - Anaheim West of Harbor,,Orange,Residential,Active,,Jackie,True,2.0,Lennar,Condominium,7.1021,Emerald Pointe,,2023,1,1649,1562.0,RS26043448,3,Anaheim,,,2,2026-02-26,-117.940088,,,,2026-02-26,,,33.834132,749900.0,CA,,,False,,,ThreeOrMore,Kincer,,,309366.0,0,False,2.0,Anaheim Union High,92801,,388.0,309366.0,,1649 W Lincoln 105
398000.0,1153764251,,,RICHARD,HAN,34.062049,-118.138242,111 Marguerita 108,Residential,793.0,398000.0,4,SUN PROPERTIES,,,RICHARD HAN,,,,,,,Monthly,,1153764251,641 - Monterey Park,,Los Angeles,Residential,Pending,,RICHARD,,0.0,,Condominium,0.8139,,,1999,4,111,793.0,WS26043974,2,Monterey Park,,,2,2026-03-03,-118.138242,,,2026-03-03,2026-02-26,,,34.062049,398000.0,CA,,,False,1,,One,HAN,,,35453.0,2,False,0.0,Alhambra,91754,,300.0,35453.0,,111 Marguerita 108
585000.0,1153763615,,,Noel,Edwards,33.83032,-118.190673,3939 N Virginia 312,Residential,1388.0,585000.0,6,Loanplex Mortgage,,,Noel Edwards,,,,,,,Monthly,,1153763615,"6 - Bixby, Bixby Knolls, Los Cerritos",,Los Angeles,Residential,Active,Los Cerritos,Noel,False,2.0,,Condominium,1.5026,,,1974,6,3939,1388.0,RS26032782,2,Long Beach,,,2,2026-02-27,-118.190673,,,,2026-02-27,,,33.83032,585000.0,CA,,Hughes,False,1,,One,Edwards,,,65455.0,2,False,2.0,Long Beach Unified,90807,,425.0,65455.0,,3939 N Virginia 312
2595.0,1153763614,2026-03-10,2595.0,David,Haas,33.770093,-118.174127,1401 E 3rd,ResidentialLease,1060.0,2595.0,11,"Ernst & Haas Mngmnt Co., Inc.","Ernst & Haas Mngmnt Co., Inc.",,David Haas,,,zhaasdav,David,Haas,,,,1153763614,"4 - Downtown Area, Alamitos Beach",,Los Angeles,ResidentialLease,Closed,,David,,0.0,,Condominium,0.2084,Alamitos Beach (AB),PacificWest,1965,11,1401,1060.0,PW26043971,2,Long Beach,,,2,2026-03-10,-118.174127,,,2026-03-10,2026-02-27,,,33.770093,2595.0,CA,,,False,2,,Two,Haas,2026-03-10,,9077.0,2,False,0.0,Long Beach Unified,90802,"Ernst & Haas Mngmnt Co., Inc.",,9077.0,,1401 E 3rd
1500.0,1153763146,,,Omid,Torkian,33.979267,-118.231593,2226 Zoe Avenue C,ResidentialLease,250.0,1500.0,8,Robert Mobasseri,,,Omid Torkian,,,,,,,,,1153763146,"T1 - Vernon, Maywood, Hunt Pk & Bell, N of Florenc",,Los Angeles,ResidentialLease,Active,,Omid,,0.0,,Apartment,0.1438,,,1942,8,2226,250.0,26657761,1,Huntington Park,,250.0,0,2026-02-27,-118.231593,,,,2026-02-27,,,33.979267,1500.0,CA,,,False,1,,One,Torkian,,,6262.0,,False,,,90255,,,6262.0,,2226 Zoe Avenue C
1399000.0,1153763145,,,Basya,Gradon,34.054551,-118.39189,1422 Cardiff Avenue,Residential,1249.0,1399000.0,24,Compass,,,Basya Gradon,,,,,,,,,1153763145,C09 - Beverlywood Vicinity,,Los Angeles,Residential,Active,,Basya,,2.0,,SingleFamilyResidence,0.0771,,,1936,24,1422,1249.0,26657307,2,Los Angeles,,1249.0,2,2026-02-27,-118.39189,,,,2026-02-27,,,34.054551,1399000.0,CA,,,True,1,,One,Gradon,,56x60,3360.0,,False,1.0,,90035,,,3360.0,,1422 Cardiff Avenue
31900.0,1153763144,,,Mark,Schonfeld,34.098876,-118.353604,1524 N Sierra Bonita Avenue,ResidentialLease,2700.0,15950.0,17,Christie's International Real Estate SoCal,,Christie's International Real Estate SoCal,Mark Schonfeld,Joshua,Morrow,,,,,,,1153763144,C20 - Hollywood,,Los Angeles,ResidentialLease,Active,,Mark,,2.0,,SingleFamilyResidence,0.1552,,,1916,17,1524,2700.0,26657723,5,Los Angeles,,2700.0,5,2026-02-27,-118.353604,,,,2026-02-27,,,34.098876,15950.0,CA,,,True,1,,One,Schonfeld,,50x135,6760.0,,False,,,90046,,,6760.0,,1524 N Sierra Bonita Avenue
3295000.0,1153762630,,,Lindsay,Himmel,33.190937,-117.380358,214 S Pacific Street,Residential,2650.0,3295000.0,1,First Team Real Estate,,,Lindsay Himmel,,,,,,,,,1153762630,92054 - Oceanside,,San Diego,Residential,Active,,Lindsay,True,2.0,,Townhouse,0.0759,,,2025,1,214,2650.0,NDP2601916,3,Oceanside,,,5,2026-02-27,-117.380358,,,,2026-02-27,,,33.190937,3295000.0,CA,,,False,,,ThreeOrMore,Himmel,,,3308.0,1,True,1.0,Oceanside Unified,92054,,0.0,3308.0,,214 S Pacific Street
730000.0,1153761773,,,Stephanie,Vitacco,34.174697,-118.602552,5757 Owensmouth Avenue 20,Residential,1780.0,730000.0,22,Equity Union,,,Stephanie Vitacco,,,,,,,Monthly,,1153761773,WHLL - Woodland Hills,,Los Angeles,Residential,Active,Woodlake,Stephanie,True,2.0,,Townhouse,4.364,,,1977,22,5757,1780.0,SR26042540,3,Woodland Hills,,,3,2026-02-27,-118.602552,,,,2026-02-27,,,34.174697,730000.0,CA,,Woodland Hills,True,,Taft,"ThreeOrMore,MultiSplit",Vitacco,,,190095.0,0,False,2.0,Los Angeles Unified,91367,,595.0,190095.0,,5757 Owensmouth Avenue 20
1895000.0,1153761772,2026-02-27,1895000.0,Estela,Sallat,37.87359538,-122.29517679,1642 10Th St,Residential,1813.0,1895000.0,0,Compass,Compass,Compass,Estela Sallat,Michael,Perry,BMLS-MET5007255,Ricardo,Velazco,,,,1153761772,,,Alameda,Residential,Closed,,Estela,False,0.0,,SingleFamilyResidence,0.1164,OCEAN VIEW,,1928,0,1642,1813.0,41125476,2,Berkeley,,,4,2026-02-27,-122.29517679,,,2026-02-27,2026-02-27,,,37.87359538,1895000.0,CA,,,True,1,,One,Sallat,2026-02-27,,5070.0,,False,0.0,,94710,Compass,,5070.0,,1642 10Th St
1700000.0,1153761771,2026-02-27,1700000.0,Casey,Karimi Jahanbaksh,34.153386,-118.637629,4614 Park Mirasol,Residential,2971.0,1700000.0,0,Equity Union,Equity Union,,Casey Karimi Jahanbaksh,,,SR207064375,Casey,Karimi Jahanbaksh,,Annually,,1153761771,CLB - Calabasas,,Los Angeles,Residential,Closed,,Casey,True,2.0,,SingleFamilyResidence,0.0921,,Southland,1970,0,4614,2971.0,SR26043170,5,Calabasas,,,6,2026-02-27,-118.637629,,,2026-02-27,2026-02-26,,,34.153386,1700000.0,CA,,,False,,,ThreeOrMore,Karimi Jahanbaksh,2026-02-27,,4014.0,2,False,2.0,Los Angeles Unified,91302,Equity Union,450.0,4014.0,,4614 Park Mirasol
799000.0,1153761770,,,Amanda,Lau,34.14211668,-117.45218256,16166 Meadowmeer Ln,Residential,3099.0,799000.0,7,"EXP Realty of California, Inc",,,Amanda Lau,,,,,,,,,1153761770,,,San Bernardino,Residential,Active,,Amanda,True,2.0,,SingleFamilyResidence,0.1361,Not Listed,,2005,7,16166,3099.0,41125473,3,Fontana,,,4,2026-02-27,-117.45218256,,,,2026-02-27,,,34.14211668,799000.0,CA,,,True,2,,Two,Lau,,,5929.0,,False,2.0,,92336,,,5929.0,,16166 Meadowmeer Ln
3200.0,1153761769,2026-03-13,3200.0,Tadeh,Tahmasian Savarani,34.141071,-118.263619,463 Vine Street 203,ResidentialLease,1100.0,3200.0,14,LA Premier Realty,LA Premier Realty,,Tadeh Tahmasian Savarani,,,BB43151,Tadeh,Tahmasian Savarani,,,,1153761769,626 - Glendale-Northwest,,Los Angeles,ResidentialLease,Closed,,Tadeh,True,2.0,,Townhouse,0.2837,,Burbank,1988,14,463,1100.0,BB26043964,3,Glendale,,,2,2026-03-13,-118.263619,,,2026-03-13,2026-02-27,,,34.141071,3200.0,CA,,,False,2,,Two,Tahmasian Savarani,2026-03-13,,12357.0,0,False,2.0,Glendale Unified,91204,LA Premier Realty,0.0,12357.0,,463 Vine Street 203
